area,bathroom,bedroom,city,createDate,directiondistrict,postId,postType,price,street,ward
120.0,null,2,Tỉnh Đồng Nai,1684685731,null,1963,bds-cho-thue,60000000.0,Đường Phạm Văn Thuận,Phường Trung Dũng
